group,item
3560,2087
3560,4460
3560,1074
3560,10420
3560,507
3560,3262
3561,10275
3562,7173
3562,647
3562,2825
3562,10763
3562,2444
3562,6544
3562,273
3562,6675
3562,1557
3562,536
3562,537
3562,542
3562,4255
3562,5158
3562,1449
3562,11183
3562,1585
3562,948
3562,831
3562,4677
3562,7499
3562,7120
3562,10585
3562,994
3562,100
3562,9837
3562,4207
3562,626
3562,756
3562,245
3562,1019
3562,3964
3562,4477
3562,638
3563,830
3564,830
3565,830
3566,830
3567,1183
3567,673
3567,2446
3567,1095
3568,830
3569,830
3571,1516
3571,2941
3571,2447
3572,830
3573,4736
3573,7201
3573,674
3573,3238
3573,4426
3573,8428
3573,2449
3573,4819
3573,2580
3573,538
3573,5754
3573,284
3574,2209
3574,9234
3574,1811
3574,4435
3574,8309
3574,1942
3575,830
3576,130
3576,2435
3576,4547
3576,3462
3576,1799
3576,2568
3576,4295
3576,76
3576,2252
3576,1807
3576,1103
3576,2450
3576,8404
3576,10838
3576,9051
3576,3235
3576,10726
3576,1510
3576,4968
3576,171
3576,1266
3576,10226
3576,1910
3576,4029
3577,1742
3578,2451
3578,2813
3579,1742
3583,1742
3584,2451
3584,4207
3586,1742
3587,1742
3588,1696
3588,641
3588,1579
3588,337
3588,2451
3588,2454
3588,2455
3588,1789
3589,1742
3590,1742
3591,2458
3591,2459
3593,1742
3595,1742
3596,1095
3596,6862
3596,210
3596,823
3596,2458
3596,2460
3596,2461
3596,2462
3596,2463
3597,1742
3598,2464
3598,3929
3598,4771
3598,4359
3599,1742
3601,1742
3602,10609
3602,2465
3602,879
3603,1742
3604,1742
3605,1742
3606,1742
3608,1742
3609,1742
3610,1742
3611,1742
3613,2467
3613,7478
3613,1439
3614,1742
3615,9730
3615,3842
3615,3462
3615,9862
3615,4232
3615,3721
3615,10378
3615,8973
3615,1168
3615,8723
3615,3732
3615,1557
3615,7195
3615,285
3615,1182
3615,1055
3615,4642
3615,1059
3615,2470
3615,7725
3615,2350
3615,1199
3615,948
3615,7478
3615,439
3615,2871
3615,7612
3615,6973
3615,9790
3615,10689
3615,10310
3615,455
3615,10823
3615,1991
3615,714
3615,2129
3615,8402
3615,4819
3615,978
3615,2663
3615,9321
3615,8041
3615,8428
3615,10861
3615,8304
3615,2928
3615,2418
3615,886
3615,1655
3615,10107
3615,6910
3616,2832
3618,2832
3619,2832
3620,1799
3620,2472
3620,5833
3620,2025
3620,76
3620,176
3620,308
3620,9717
3620,10105
3620,7135
3621,2832
3623,2832
3624,2228
3624,9433
3624,1527
3624,249
3624,284
3626,2832
3627,2832
3630,1042
3630,639
3630,2479
3631,2832
3633,2832
3634,2832
3635,2832
3636,2832
3637,2481
3637,8157
3639,2832
3642,3827
3642,2484
3642,3135
3644,2832
3645,1086
3645,3335
3647,272
3647,4707
3647,7604
3647,1086
3648,2832
3649,2832
3650,2832
3652,8933
3652,3238
3652,2568
3652,2256
3652,1555
3652,11191
3652,3960
3652,2489
3652,538
3653,483
3653,3238
3653,1366
3653,2489
3653,10861
3653,4431
3654,2832
3655,3508
3655,2490
3655,10107
3655,8973
3655,11391
3656,2491
3656,3515
3662,6238
3662,2494
3662,10639
3663,2832
3664,3201
3664,3338
3664,9610
3664,76
3664,1656
3664,3375
3664,824
3664,4275
3664,1399
3664,2744
3664,11547
3664,2462
3664,2495
3666,2832
3667,2832
3668,2497
3668,642
3668,3462
3668,3335
3668,2824
3668,1095
3668,1802
3668,651
3668,210
3668,403
3668,9108
3668,1560
3668,538
3668,8157
3668,1182
3668,543
3668,9581
3668,2031
3668,371
3668,948
3668,1910
3668,568
3668,2170
3670,3202
3670,2499
3670,6531
3670,1731
3670,10822
3670,1606
3670,202
3670,2251
3670,783
3670,8660
3670,10837
3670,7959
3670,284
3670,4198
3670,1516
3670,1325
3670,1726
3671,2500
3671,638
3673,7564
3674,7564
3675,2320
3675,1651
3675,8453
3675,2504
3675,8201
3675,7562
3675,1183
3676,7564
3677,7564
3682,7564
3683,7564
3684,5115
3684,1781
3684,2507
3686,7564
3687,8402
3687,7795
3687,677
3687,2695
3687,2508
3687,2509
3688,7564
3689,7564
3690,7564
3692,7564
3693,7564
3694,7564
3695,7564
3696,2512
3696,202
3696,538
3698,7564
3700,7564
3701,7564
3702,2514
3702,6666
3703,7564
3704,4424
3704,1097
3704,2515
3705,454
3705,136
3705,1227
3705,76
3705,2256
3705,2642
3705,2515
3705,10900
3705,8402
3705,8404
3705,3541
3705,536
3705,408
3705,1785
3705,3355
3705,670
3705,1182
3705,8161
3705,10921
3705,1705
3705,1898
3705,1580
3705,3375
3705,688
3705,370
3705,9593
3705,251
3705,446
3705,191
3706,10112
3706,3457
3706,8208
3706,1297
3706,3484
3706,7708
3706,3238
3706,7351
3706,4025
3706,7482
3706,8516
3706,457
3706,2252
3706,4431
3706,1103
3706,2516
3706,2517
3706,2518
3706,2519
3706,2520
3706,2521
3706,6996
3706,6101
3706,9953
3706,483
3706,10851
3706,10853
3706,11242
3706,7410
3706,1781
3706,502
3706,3199
3708,4612
3708,6916
3708,6
3708,3335
3708,2824
3708,1802
3708,10510
3708,10009
3708,5149
3708,1058
3708,2083
3708,1835
3708,1324
3708,1325
3708,8241
3708,825
3708,830
3708,3647
3708,833
3708,3397
3708,1606
3708,1095
3708,331
3708,3663
3708,8279
3708,5722
3708,2140
3708,2145
3708,3170
3708,100
3708,10853
3708,10094
3708,3700
3708,3447
3708,3704
3708,3960
3708,5754
3708,1399
3708,10107
3708,3199
3708,6017
3708,130
3708,10370
3708,7556
3708,3462
3708,7564
3708,8847
3708,5267
3708,2458
3708,5789
3708,1182
3708,4769
3708,10401
3708,6562
3708,11682
3708,1705
3708,8619
3708,176
3708,2228
3708,2741
3708,1726
3708,7870
3708,448
3708,9665
3708,9411
3708,454
3708,455
3708,5576
3708,4550
3708,1995
3708,210
3708,8660
3708,5847
3708,2522
3708,6111
3708,1253
3708,5351
3708,8425
3708,2798
3708,251
3708,4078
3708,2031
3708,1009
3708,2293
3708,7670
3708,1526
3708,1785
3708,2811
3708,6652
3708,2813
3709,8852
3711,8852
3712,8852
3714,1600
3714,1331
3714,2807
3714,1208
3714,2524
3714,574
3716,8852
3718,8852
3720,8852
3722,8852
3723,8852
3724,8852
3726,1600
3726,3346
3727,11250
3727,651
3727,2525
3728,8852
3729,673
3729,3463
3729,651
3729,2412
3729,3313
3729,3223
3729,10686
3729,2527
3730,2528
3730,718
3731,2528
3731,892
3731,764
3733,8852
3734,3465
3734,2530
3736,8852
3739,8852
3740,8852
3741,8852
3742,8852
3743,8852
3744,2536
3744,451
3744,2125
3745,2537
3745,2538
3745,2539
3747,8852
3748,8852
3749,8852
3750,8852
3751,1753
3751,2542
3751,6055
3752,8852
3753,1026
3753,3202
3753,1799
3753,402
3753,8085
3753,2968
3753,8091
3753,8988
3753,284
3753,1182
3753,3103
3753,3235
3753,678
3753,1191
3753,680
3753,2217
3753,688
3753,306
3753,51
3753,7605
3753,3127
3753,183
3753,4667
3753,2493
3753,1726
3753,833
3753,454
3753,3535
3753,602
3753,3169
3753,7551
3753,2920
3753,7530
3753,4207
3753,2544
3753,2545
3753,2546
3753,2168
3753,4603
3753,3199
3754,2547
3754,10861
3755,514
3755,8964
3755,7173
3755,454
3755,270
3755,2129
3755,1297
3755,3157
3755,10152
3755,9193
3755,3759
3755,2547
3755,308
3755,1909
3755,4855
3755,2040
3757,1992
3757,2540
3758,1992
3758,5732
3758,631
3759,1992
3759,287
3760,2338
3760,8516
3760,2660
3760,5732
3760,1992
3760,8394
3760,715
3760,716
3760,714
3760,1808
3760,2548
3760,285
3761,2817
3761,6402
3761,393
3761,3466
3761,651
3761,10252
3761,9229
3761,6421
3761,535
3761,8988
3761,5918
3761,287
3761,3106
3761,803
3761,1190
3761,301
3761,309
3761,10296
3761,6848
3761,451
3761,6980
3761,10822
3761,1097
3761,715
3761,7244
3761,717
3761,6734
3761,4428
3761,8145
3761,8915
3761,6485
3761,9045
3761,6873
3761,8157
3761,991
3761,10596
3761,4198
3761,1896
3761,2412
3761,9069
3761,879
3761,8817
3761,7794
3761,10356
3761,2549
3761,2550
3761,5751
3761,2170
3761,10107
3762,9610
3763,9610
3764,9610
3765,2554
3765,4902
3765,2552
3765,2553
3765,2170
3765,845
3766,9610
3768,9610
3769,9610
3770,9610
3771,2817
3771,833
3771,255
3771,5316
3771,6
3771,2568
3771,457
3771,651
3771,395
3771,2256
3771,8337
3771,924
3771,2140
3771,5084
3771,6496
3771,228
3771,3238
3771,1510
3771,2683
3771,10734
3771,689
3771,6577
3771,5874
3771,7227
3771,2557
3771,2558
3771,2559
3773,1647
3775,1647
3777,3721
3777,2562
3777,2580
3778,2563
3778,2663
3778,651
3778,10923
3778,11021
3778,10155
3778,9584
3778,2129
3778,8083
3778,4819
3778,10838
3778,8792
3778,1242
3778,219
3778,5438
3779,1647
3780,1647
3781,2564
3781,2170
3781,251
3781,2813
3781,1726
3782,1647
3784,1647
3785,5143
3785,1180
3785,2567
3786,1647
3788,1647
3790,6105
3790,2567
3792,1203
3792,7227
3792,4425
3792,4667
3792,2573
3793,1647
3794,1647
3795,1647
3796,1600
3796,2576
3796,6
3796,6025
3796,444
3796,2574
3796,2575
3797,1647
3798,1647
3799,1647
3800,18
3800,3590
3800,3070
3800,892
3800,2574
3801,1647
3802,1647
3803,2577
3803,2574
3804,1647
3807,1647
3808,851
3808,2579
3808,2580
3810,1647
3811,1280
3811,5180
3811,2581
3811,3335
3813,1647
3814,1647
3815,1647
3816,7135
3816,2583
3818,6072
3818,2583
3819,1647
3820,1647
3821,2585
3821,2586
3822,2585
3822,9234
3822,2587
3823,1647
3824,1647
3825,1280
3825,1297
3825,1010
3825,456
3825,4235
3825,2589
3826,830
3826,2590
3828,1647
3830,1647
3831,1647
3832,1647
3833,1647
3834,1647
3836,457
3836,2594
3836,3093
3837,3397
3837,6089
3837,5259
3837,1297
3837,1182
3837,6562
3837,2595
3837,483
3837,6373
3837,2217
3837,1519
3837,1010
3837,7284
3837,184
3837,8697
3837,7870
3838,2596
3838,8516
3838,10838
3838,10089
3838,5787
3839,1647
3841,1647
3842,6
3842,455
3842,649
3842,3338
3842,202
3842,652
3842,1808
3842,786
3842,1554
3842,8085
3842,982
3842,284
3842,2462
3842,670
3842,7135
3842,1058
3842,100
3842,2600
3842,1775
3842,946
3842,179
3842,2228
3842,437
3842,2170
3842,3451
3842,638
3843,10107
3845,1280
3845,1328
3845,272
3845,3335
3845,7135
3845,1084
3845,623
3847,1328
3847,202
3847,284
3849,10107
3850,10107
3851,466
3851,2603
3851,2602
3851,2604
3852,10107
3853,10107
3856,2608
3856,2606
3857,10107
3858,688
3858,2606
3859,10107
3860,10107
3861,10107
3862,10107
3863,10107
3864,1009
3864,2610
3864,9108
3864,1544
3864,1082
3864,2552
3866,2611
3866,10476
3867,10107
3868,10107
3871,688
3871,2613
3872,2614
3872,455
3873,640
3873,3206
3873,11402
3873,658
3873,8724
3873,2455
3873,24
3873,6553
3873,5789
3873,428
3873,7596
3873,7471
3873,688
3873,1586
3873,1845
3873,2615
3873,7876
3873,1095
3873,74
3873,7628
3873,593
3873,9430
3873,2139
3873,8157
3873,8171
3873,10861
3873,2418
3873,6003
3873,1910
3873,6263
3873,4728
3874,2616
3874,1204
3875,3199
3876,3199
3878,576
3878,833
3878,3335
3878,714
3878,202
3878,11250
3878,7478
3878,10107
3878,574
3878,763
3879,576
3879,2617
3880,3199
3882,3199
3883,576
3883,784
3883,2618
3884,576
3884,2256
3884,7284
3884,437
3884,3335
3884,441
3884,653
3885,3199
3886,576
3886,2619
3886,4819
3887,3199
3889,7870
3889,7612
3889,2620
3889,11021
3889,10862
3890,3199
3891,1169
3891,10402
3891,6371
3891,1170
3891,6567
3891,1815
3891,2622
3892,3199
3893,3199
3894,3199
3895,3199
3898,2624
3898,3970
3898,644
3898,2087
3898,3289
3898,9818
3898,9213
3901,3199
3904,3199
3906,944
3906,2626
3906,2627
3906,1055
3907,3199
3909,3199
3910,3199
3911,3199
3914,2629
3914,5670
3914,3517
3916,3199
3917,2626
3917,651
3917,2631
3918,3199
3919,3199
3921,3199
3922,3199
3923,3199
3924,3199
3925,3199
3926,3199
3927,3199
3928,1731
3928,2637
3928,10862
3928,3559
3929,3199
3930,1208
3930,2638
3930,1331
3930,574
3931,3199
3932,3199
3933,5058
3933,2638
3933,2639
3934,3199
3935,2640
3935,2641
3935,2642
3935,2643
3935,2644
3935,1191
3935,142
3936,3199
3937,11794
3937,2646
3938,7353
3938,2647
3939,640
3939,6915
3939,4359
3939,3335
3939,2825
3939,6666
3939,11402
3939,140
3939,7951
3939,273
3939,8083
3939,6553
3939,538
3939,1182
3939,2217
3939,7596
3939,7471
3939,688
3939,51
3939,822
3939,439
3939,10808
3939,4667
3939,11195
3939,10176
3939,834
3939,74
3939,7628
3939,2642
3939,980
3939,2648
3939,5210
3939,1114
3939,218
3939,5213
3939,8157
3939,11391
3939,1634
3939,483
3939,5481
3939,2672
3939,3313
3939,6001
3939,1651
3939,4728
3939,3199
3940,806
3941,806
3942,806
3943,806
3944,806
3945,806
3947,806
3948,2654
3948,11666
3948,4734
3948,6919
3949,806
3950,577
3950,3202
3950,191
3950,6913
3950,1095
3950,234
3950,9068
3950,2769
3950,2815
3950,3701
3950,831
3950,7767
3950,668
3950,2655
3951,806
3952,806
3953,806
3954,806
3955,806
3956,806
3963,806
3964,806
3965,806
3966,806
3968,806
3969,806
3971,806
3973,806
3974,806
3982,659
3982,383
3983,2663
3983,383
3984,806
3985,785
3985,210
3985,3704
3985,1740
3985,383
3988,806
3989,806
3991,806
3993,806
3994,806
3995,689
3995,2667
3995,10140
3995,2941
3995,2270
3998,806
3999,806
4001,806
4002,806
4006,2673
4006,9401
4007,2674
4007,7954
4007,2941
4008,806
4009,806
4010,2626
4010,2676
4010,6463
4011,992
4011,2676
4012,806
4013,688
4013,4140
4013,2677
4014,2678
4014,2679
4015,2680
4015,3922
4015,2678
4016,1808
4016,1409
4016,721
4016,4819
4016,2681
4016,2170
4018,806
4019,2685
4019,6734
4019,3463
4023,1651
4023,3509
4023,2686
4024,2687
4024,2686
4024,271
4027,806
4028,833
4028,2322
4028,7794
4028,1524
4028,538
4028,2493
4028,287
4030,2689
4030,833
4030,805
4030,6
4030,1193
4030,11241
4030,824
4030,1524
4030,1144
4030,1435
4030,285
4031,806
4033,806
4034,2145
4034,2691
4034,2051
4034,7819
4034,3916
4034,2157
4034,3540
4034,757
4034,1526
4034,1785
4035,806
4036,2692
4036,76
4037,4530
4037,2252
4037,453
4037,1510
4038,5314
4038,1634
4038,453
4038,7605
4038,10156
4039,806
4040,806
4041,806
4042,2696
4042,2694
4042,2695
4043,886
4043,2694
4043,6
4044,806
4045,806
4047,806
4048,806
4049,806
4051,806
4052,806
4053,2698
4053,3069
4054,806
4056,806
4057,806
4058,2699
4058,2252
4059,806
4061,806
4062,806
4064,806
4066,806
4067,1785
4067,2217
4067,1818
4067,2699
4067,2140
4067,446
4068,806
4069,2700
4069,4454
4070,806
4071,806
4072,806
4074,806
4075,806
4076,806
4077,806
4079,806
4080,806
4081,806
4082,806
4083,806
4084,806
4085,806
4086,806
4087,2256
4087,1585
4087,1874
4087,2709
4087,2119
4087,3802
4087,331
4088,864
4088,2689
4088,1136
4088,1059
4088,3315
4088,1959
4088,8951
4089,806
4090,806
4092,2712
4092,491
4092,2740
4092,2711
4093,6074
4093,10107
4093,879
4093,2711
4094,806
4095,806
4096,2713
4096,284
4098,806
4099,8162
4099,8963
4099,8388
4099,4968
4099,76
4099,1647
4099,1519
4099,8657
4099,1555
4099,8852
4099,3929
4099,2715
4099,190
4100,806
4101,806
4103,806
4104,626
4104,2717
4106,1297
4106,1516
4106,10013
4106,2718
4107,1729
4107,2798
4107,680
4107,6504
4107,5481
4107,2718
4108,806
4109,806
4110,806
4111,2722
4111,2723
4111,2724
4111,2725
4111,2726
4111,678
4111,1330
4111,3387
4113,806
4115,806
4116,806
4117,806
4118,806
4119,538
4119,3335
4119,573
4119,2727
4122,8723
4122,573
4123,1280
4123,659
4123,573
4123,574
4124,806
4125,806
4126,8928
4126,1697
4126,1059
4126,1860
4126,10822
4126,4198
4126,2731
4126,715
4126,783
4126,2129
4126,6072
4127,1059
4127,455
4127,10151
4127,2663
4127,2732
4127,879
4127,8304
4127,6130
4127,4819
4127,7612
4128,806
4130,4265
4130,9108
4130,2733
4131,806
4132,806
4133,806
4134,2736
4134,5770
4134,8101
4135,806
4136,806
4137,806
4138,806
4139,96
4139,2739
4139,2740
4139,980
4139,2742
4139,2741
4140,806
4141,593
4141,2739
4141,646
4141,763
4141,7135
4142,2739
4142,659
4143,806
4144,466
4144,685
4147,806
4149,806
4151,806
4152,806
4153,806
4154,806
4155,806
4156,9216
4156,8704
4156,1667
4156,7173
4156,902
4156,7559
4156,4617
4156,11402
4156,9354
4156,6921
4156,5386
4156,6927
4156,9232
4156,273
4156,1686
4156,2712
4156,4255
4156,7204
4156,8103
4156,6824
4156,2217
4156,8362
4156,10923
4156,1580
4156,2992
4156,308
4156,8885
4156,5302
4156,439
4156,10808
4156,8120
4156,2746
4156,2747
4156,4667
4156,4417
4156,3651
4156,6980
4156,581
4156,6470
4156,1991
4156,5322
4156,844
4156,9167
4156,466
4156,4819
4156,3924
4156,7122
4156,5847
4156,9559
4156,9830
4156,5995
4156,2027
4156,1135
4156,3062
4156,6266
4156,6268
4156,7679
4157,9451
4158,9451
4159,9451
4160,9451
4161,9451
4162,9451
4164,9451
4165,9451
4166,9451
4167,2755
4167,5126
4167,2170
4167,5789
4167,5070
4167,5111
4167,3514
4167,10909
4167,383
4168,9451
4169,9451
4170,9451
4171,8304
4171,3268
4171,902
4171,2759
4171,6057
4172,899
4172,1042
4172,3858
4172,659
4172,8599
4172,6137
4172,7596
4172,941
4172,3640
4172,10808
4172,10809
4172,7609
4172,577
4172,8516
4172,2244
4172,4295
4172,2760
4172,2761
4172,2762
4172,2763
4172,6475
4172,457
4172,4686
4172,7628
4172,2128
4172,8143
4172,5587
4172,8021
4172,4188
4172,4968
4172,1262
4172,2420
4172,1781
4172,9721
4172,2682
4173,10851
4174,10851
4175,2768
4175,2769
4175,2766
4175,2767
4176,2209
4176,5337
4176,2213
4176,3238
4176,3463
4176,8392
4176,3045
4176,2129
4176,7283
4176,4660
4176,1337
4176,315
4176,8988
4177,577
4177,1827
4177,74
4177,847
4177,368
4177,8402
4177,5492
4177,408
4177,1337
4177,5850
4177,3515
4177,2686
4179,10851
4181,10851
4182,10851
4183,3238
4183,8428
4183,879
4183,2772
4183,2773
4183,285
4183,286
4183,287
4184,10851
4185,10851
4186,3201
4186,6402
4186,901
4186,5126
4186,2568
4186,1044
4186,665
4186,674
4186,10406
4186,3238
4186,171
4186,1324
4186,4783
4186,11191
4186,7481
4186,190
4186,448
4186,2753
4186,3650
4186,1605
4186,1095
4186,2377
4186,209
4186,8404
4186,2775
4186,9303
4186,1508
4186,5733
4186,3557
4186,1510
4186,4968
4186,1259
4186,1266
4186,7540
4186,760
4186,2683
4187,1711
4188,1711
4189,1711
4190,1711
4191,1711
4192,1711
4193,2227
4193,2780
4193,4191
4194,1711
4195,1711
4197,1711
4200,1711
4201,253
4201,142
4201,2783
4202,369
4202,2783
4202,8852
4202,1095
4203,2784
4203,568
4203,2783
4204,2785
4204,2786
4204,2783
4205,1711
4206,1711
4207,448
4207,2788
4208,1711
4209,1711
4212,2789
4212,2790
4213,1711
4214,1711
4216,1711
4217,1280
4217,3586
4217,8963
4217,6916
4217,7173
4217,6
4217,1031
4217,8
4217,1802
4217,5517
4217,4496
4217,10387
4217,8852
4217,9367
4217,7193
4217,5789
4217,6558
4217,3743
4217,4769
4217,8226
4217,9517
4217,1325
4217,1711
4217,944
4217,2481
4217,2227
4217,437
4217,9910
4217,4668
4217,8253
4217,1727
4217,578
4217,5314
4217,6467
4217,3786
4217,337
4217,851
4217,1753
4217,4314
4217,3166
4217,1631
4217,3170
4217,4707
4217,867
4217,1511
4217,2024
4217,2794
4217,2795
4217,6762
4217,4458
4217,8430
4217,2030
4217,6770
4217,6515
4217,1010
4217,1144
4217,2682
4217,1147
4217,4733
4218,74
4218,2796
4219,8660
4220,1280
4220,1353
4220,2683
4220,2797
4220,2798
4221,8660
4222,16
4222,835
4222,2799
4223,8660
4226,8660
4227,2800
4227,892
4227,718
4228,2800
4228,2801
4228,1601
4229,833
4229,899
4229,892
4229,202
4229,8428
4229,1084
4229,2800
4229,7135
4229,764
4229,2111
4229,1055
4231,8660
4232,2800
4232,1280
4232,202
4234,2800
4234,2801
4234,902
4235,8304
4235,2802
4236,2803
4236,2804
4236,7173
4237,8660
4238,8660
4240,8660
4243,8660
4245,8660
4247,9346
4247,1154
4247,2309
4247,1926
4247,6663
4247,393
4247,1680
4247,4752
4247,8212
4247,1044
4247,4756
4247,7958
4247,8470
4247,6263
4247,1182
4247,671
4247,2593
4247,9252
4247,8101
4247,6697
4247,2346
4247,3498
4247,1711
4247,9649
4247,6196
4247,3893
4247,948
4247,9654
4247,568
4247,7870
4247,448
4247,1732
4247,8519
4247,1995
4247,2126
4247,5199
4247,2128
4247,81
4247,82
4247,10064
4247,86
4247,3961
4247,9054
4247,4450
4247,7910
4247,107
4247,9068
4247,10094
4247,626
4247,1010
4247,2807
4247,2040
4247,2809
4247,1789
4247,3966
4248,948
4248,1095
4248,6457
4248,2810
4248,7564
4249,395
4250,593
4250,2810
4250,2811
4250,2812
4250,2813
4250,2814
4251,395
4252,3681
4252,187
4252,4814
4252,5455
4252,9999
4252,9266
4252,9108
4252,7670
4252,2810
4252,1243
4253,395
4258,395
4259,2817
4259,2815
4260,395
4261,395
4262,395
4263,395
4264,337
4264,2682
4264,2819
4264,1909
4265,10107
4265,2820
4265,3557
4265,7767
4265,651
4265,3327
4266,395
4267,4640
4267,2821
4267,3182
4267,10862
4267,10108
4267,1020
4267,302
4269,2824
4269,2825
4269,568
4269,2822
4270,2825
4270,393
4270,2822
4270,202
4271,395
4272,395
4273,395
4275,395
4276,395
4277,395
4279,395
4280,395
4282,1379
4282,3461
4282,613
4282,3338
4282,2252
4282,4268
4282,2931
4282,1182
4284,2129
4284,2805
4284,7478
4285,395
4286,395
4287,568
4287,2835
4287,4244
4287,1931
4288,1799
4288,1352
4288,8394
4288,202
4288,234
4288,1726
4288,2130
4288,2803
4288,2836
4288,756
4288,245
4288,7870
4288,3135
4289,395
4291,395
4292,395
4293,2837
4293,286
4295,395
4298,136
4298,2841
4298,2217
4299,1524
4299,4968
4299,10009
4299,2842
4299,4844
4299,10734
4300,395
4301,8001
4301,835
4301,3397
4301,455
4301,1802
4301,2956
4301,8336
4301,593
4301,9108
4301,8660
4301,8279
4301,408
4301,2842
4301,3166
4301,673
4301,2721
4301,11682
4301,5925
4301,10085
4301,10152
4301,688
4301,370
4301,502
4302,6402
4302,4482
4302,3335
4302,1799
4302,2825
4302,395
4302,2842
4302,3355
4302,668
4302,4126
4302,1182
4302,673
4302,1954
4302,171
4302,4652
4302,4140
4302,3761
4302,11191
4302,4667
4302,3516
4302,448
4302,834
4302,451
4302,4425
4302,9936
4302,2257
4302,9169
4302,863
4302,1633
4302,1898
4302,2798
4302,5105
4302,626
4302,370
4302,502
4302,6652
4302,255
4303,2843
4303,2838
4304,2843
4304,4268
4305,10726
4306,3858
4306,2845
4306,5754
4307,10726
4308,538
4308,2847
4309,10726
4310,2848
4310,10370
4310,3555
4311,2849
4311,5850
4311,2340
4312,10726
4314,2297
4314,2850
4314,1892
4314,1166
4315,10726
4316,10726
4317,10726
4319,10726
4320,10726
4322,10726
4323,10726
4324,10726
4325,1329
4325,2851
4326,10726
4327,1651
4327,2852
4328,10853
4328,8404
4328,2853
4328,7135
4329,6531
4329,8965
4329,2854
4329,4198
4329,2025
4329,3852
4329,1324
4329,2476
4329,272
4329,9812
4329,9430
4329,7478
4329,10107
4329,3198
4330,10726
4331,2856
4331,3170
4331,4968
4333,3936
4333,9218
4333,3914
4333,685
4334,10726
4337,10726
4338,10726
4339,10726
4345,2858
4345,685
4348,10726
4349,10726
4350,4977
4350,4883
4350,2709
4350,1082
4350,2861
4351,10107
4351,2862
4352,1993
4352,3892
4353,10726
4356,10726
4357,2865
4357,2866
4357,2867
4357,3730
4357,1557
4357,1068
4358,10726
4359,835
4359,10151
4359,455
4359,2025
4359,9935
4359,2868
4359,2869
4359,502
4359,3704
4359,3898
4359,10107
4359,2941
4359,3199
4360,593
4360,7108
4360,2870
4361,10726
4362,10726
4363,2873
4363,2874
4363,652
4364,10726
4366,10726
4367,10726
4368,308
4368,2878
4369,593
4369,10107
4369,4
4369,2878
4370,10726
4372,2881
4372,451
4372,613
4372,1766
4372,393
4372,6028
4372,721
4372,662
4372,4118
4372,220
4373,10726
4374,10726
4375,1698
4375,2884
4375,2374
4375,10535
4375,327
4375,1742
4375,4975
4375,2129
4375,1875
4375,5847
4375,5944
4375,8286
4375,3647
4376,2885
4376,10047
4377,10726
4378,10182
4378,2887
4378,2888
4378,2889
4378,8
4378,9607
4378,615
4378,7407
4378,4784
4378,6323
4378,340
4378,1880
4378,537
4378,1114
4378,3355
4379,10726
4380,2785
4380,1742
4382,2890
4382,879
4382,287
4383,10726
4384,3456
4384,898
4384,5771
4384,10129
4384,2068
4384,798
4384,4640
4384,11301
4384,6577
4384,5811
4384,1976
4384,3387
4384,10811
4384,201
4384,715
4384,2892
4384,2893
4384,717
4384,8141
4384,983
4384,4055
4384,1116
4384,1119
4384,1505
4384,7271
4384,4459
4384,1261
4384,1647
4384,5109
4384,887
4384,760
4386,3069
4387,2896
4387,2897
4387,4819
4387,1405
4387,765
4387,2941
4387,2814
4388,7171
4388,3078
4388,1034
4388,1547
4388,7055
4388,6676
4388,10005
4388,151
4388,4122
4388,5789
4388,2462
4388,678
4388,2344
4388,682
4388,3243
4388,683
4388,1325
4388,11438
4388,51
4388,2227
4388,2741
4388,694
4388,567
4388,3508
4388,3387
4388,2683
4388,190
4388,7871
4388,831
4388,833
4388,8516
4388,1353
4388,6474
4388,457
4388,2508
4388,3664
4388,2898
4388,9303
4388,5723
4388,4707
4388,5481
4388,7020
4388,2798
4388,1647
4388,1519
4388,3451
4389,2252
4390,2252
4391,5787
4391,2900
4391,5789
4394,2252
4396,2252
4397,2906
4397,1519
4398,2907
4398,3451
4398,395
4398,719
4399,2252
4400,2908
4400,2909
4401,834
4401,9860
4401,454
4401,5704
4401,6666
4401,272
4401,1042
4401,4114
4401,851
4401,3411
4401,2908
4401,5789
4401,2145
4401,1898
4401,558
4401,5110
4401,502
4401,3960
4402,2252
4403,2912
4403,10403
4403,1588
4403,2911
4404,9346
4404,2025
4404,7915
4404,10156
4404,1807
4404,5874
4404,24
4404,7135
4404,4667
4404,6652
4404,2811
4404,2911
4405,1808
4405,2911
4406,2252
4407,2252
4408,2252
4409,2914
4409,899
4410,2252
4413,1280
4413,714
4413,2914
4414,2914
4414,8259
4414,651
4414,2252
4414,8404
4414,3318
4414,3580
4414,5757
4415,2915
4415,180
4415,3398
4415,535
4416,2252
4418,2252
4419,2252
4420,512
4420,2917
4420,2918
4420,3335
4420,2251
4420,1650
4420,1846
4420,538
4420,219
4420,799
4423,920
4423,2920
4423,1726
4423,2919
4424,2252
4425,10544
4425,3106
4425,1781
4425,2922
4425,220
4426,2252
4427,576
4427,2923
4430,666
4430,2923
4431,3802
4431,2923
4431,3700
4431,7767
4435,2252
4441,3712
4441,5376
4441,5250
4441,4867
4441,10125
4441,1297
4441,3730
4441,531
4441,8731
4441,2786
4441,4264
4441,2925
4441,3313
4441,6449
4441,51
4441,3894
4441,8567
4441,2873
4442,2252
4443,4920
4443,202
4443,4268
4443,2926
4444,640
4444,1409
4444,8450
